y_grad,unit,sex,age,geo,year,value
1990 and after,Percentage,Males,From 45 to 54 years,Malta,2009,26.42
1990 and after,Percentage,Males,From 45 to 54 years,Malta,2006,0
1990 and after,Percentage,Males,From 45 to 54 years,Netherlands,2009,22.27
1990 and after,Percentage,Males,From 45 to 54 years,Netherlands,2006,13.04
1990 and after,Percentage,Males,From 45 to 54 years,Portugal,2009,0
1990 and after,Percentage,Males,From 45 to 54 years,Portugal,2006,19.22
1990 and after,Percentage,Males,From 45 to 54 years,Slovenia,2009,16.67
1990 and after,Percentage,Males,From 45 to 54 years,Slovenia,2006,0
1990 and after,Percentage,Males,From 45 to 54 years,United States,2009,16.77
1990 and after,Percentage,Males,From 45 to 54 years,United States,2006,13.85
1990 and after,Percentage,Males,From 55 to 64 years,Austria,2009,0
1990 and after,Percentage,Males,From 55 to 64 years,Austria,2006,1.54
1990 and after,Percentage,Males,From 55 to 64 years,Belgium,2009,2.62
1990 and after,Percentage,Males,From 55 to 64 years,Belgium,2006,0
1990 and after,Percentage,Males,From 55 to 64 years,Bulgaria,2009,0
1990 and after,Percentage,Males,From 55 to 64 years,Bulgaria,2006,12.37
1990 and after,Percentage,Males,From 55 to 64 years,Switzerland,2009,0
1990 and after,Percentage,Males,From 55 to 64 years,Switzerland,2006,0
1990 and after,Percentage,Males,From 55 to 64 years,Cyprus,2009,0
1990 and after,Percentage,Males,From 55 to 64 years,Cyprus,2006,5.36
1990 and after,Percentage,Males,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2009,2.13
1990 and after,Percentage,Males,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2006,1.15
1990 and after,Percentage,Males,From 55 to 64 years,Denmark,2009,2.96
1990 and after,Percentage,Males,From 55 to 64 years,Denmark,2006,0
1990 and after,Percentage,Males,From 55 to 64 years,Estonia,2009,0
1990 and after,Percentage,Males,From 55 to 64 years,Estonia,2006,4.77
1990 and after,Percentage,Males,From 55 to 64 years,Spain,2009,5.84
1990 and after,Percentage,Males,From 55 to 64 years,Spain,2006,4.1
1990 and after,Percentage,Males,From 55 to 64 years,Finland,2009,7.98
1990 and after,Percentage,Males,From 55 to 64 years,Finland,2006,15.6
1990 and after,Percentage,Males,From 55 to 64 years,Italy,2009,0
1990 and after,Percentage,Males,From 55 to 64 years,Italy,2006,0.08
1990 and after,Percentage,Males,From 55 to 64 years,Lithuania,2009,8.45
1990 and after,Percentage,Males,From 55 to 64 years,Lithuania,2006,5.48
1990 and after,Percentage,Males,From 55 to 64 years,Latvia,2009,10.58
1990 and after,Percentage,Males,From 55 to 64 years,Latvia,2006,8.66
1990 and after,Percentage,Males,From 55 to 64 years,Malta,2009,9.2
1990 and after,Percentage,Males,From 55 to 64 years,Malta,2006,0
1990 and after,Percentage,Males,From 55 to 64 years,Netherlands,2009,6.26
1990 and after,Percentage,Males,From 55 to 64 years,Netherlands,2006,4.35
1990 and after,Percentage,Males,From 55 to 64 years,Portugal,2009,0
1990 and after,Percentage,Males,From 55 to 64 years,Portugal,2006,6.98
1990 and after,Percentage,Males,From 55 to 64 years,Slovenia,2009,7.42
1990 and after,Percentage,Males,From 55 to 64 years,Slovenia,2006,0
1990 and after,Percentage,Males,From 55 to 64 years,United States,2009,3.1
1990 and after,Percentage,Males,From 55 to 64 years,United States,2006,2.38
1990 and after,Percentage,Males,From 65 to 69 years,Austria,2009,0
1990 and after,Percentage,Males,From 65 to 69 years,Austria,2006,0.26
1990 and after,Percentage,Males,From 65 to 69 years,Belgium,2009,0.36d
1990 and after,Percentage,Males,From 65 to 69 years,Belgium,2006,0
1990 and after,Percentage,Males,From 65 to 69 years,Bulgaria,2009,0
1990 and after,Percentage,Males,From 65 to 69 years,Bulgaria,2006,2.01
1990 and after,Percentage,Males,From 65 to 69 years,Switzerland,2009,0
1990 and after,Percentage,Males,From 65 to 69 years,Switzerland,2006,0
1990 and after,Percentage,Males,From 65 to 69 years,Cyprus,2009,0
1990 and after,Percentage,Males,From 65 to 69 years,Cyprus,2006,1.19
1990 and after,Percentage,Males,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2009,0.34
1990 and after,Percentage,Males,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2006,0.14
1990 and after,Percentage,Males,From 65 to 69 years,Denmark,2009,0.16
1990 and after,Percentage,Males,From 65 to 69 years,Denmark,2006,0
1990 and after,Percentage,Males,From 65 to 69 years,Estonia,2009,0
1990 and after,Percentage,Males,From 65 to 69 years,Estonia,2006,1.26
1990 and after,Percentage,Males,From 65 to 69 years,Spain,2009,0.88
1990 and after,Percentage,Males,From 65 to 69 years,Spain,2006,0.52
1990 and after,Percentage,Males,From 65 to 69 years,Finland,2009,1.09
1990 and after,Percentage,Males,From 65 to 69 years,Finland,2006,4.93
1990 and after,Percentage,Males,From 65 to 69 years,Italy,2009,0
1990 and after,Percentage,Males,From 65 to 69 years,Italy,2006,0
1990 and after,Percentage,Males,From 65 to 69 years,Lithuania,2009,3.2
1990 and after,Percentage,Males,From 65 to 69 years,Lithuania,2006,1.4
1990 and after,Percentage,Males,From 65 to 69 years,Latvia,2009,5.56
1990 and after,Percentage,Males,From 65 to 69 years,Latvia,2006,4.33
1990 and after,Percentage,Males,From 65 to 69 years,Malta,2009,3.13
1990 and after,Percentage,Males,From 65 to 69 years,Malta,2006,0
1990 and after,Percentage,Males,From 65 to 69 years,Netherlands,2009,0.93
1990 and after,Percentage,Males,From 65 to 69 years,Netherlands,2006,0
1990 and after,Percentage,Males,From 65 to 69 years,Portugal,2009,0
1990 and after,Percentage,Males,From 65 to 69 years,Portugal,2006,1.05
1990 and after,Percentage,Males,From 65 to 69 years,Slovenia,2009,1.78u
1990 and after,Percentage,Males,From 65 to 69 years,Slovenia,2006,0
1990 and after,Percentage,Males,From 65 to 69 years,United States,2009,0.28
1990 and after,Percentage,Males,From 65 to 69 years,United States,2006,0.18
1990 and after,Percentage,Males,Less than 35 years,Austria,2009,0
1990 and after,Percentage,Males,Less than 35 years,Austria,2006,16.46
1990 and after,Percentage,Males,Less than 35 years,Belgium,2009,17.83
1990 and after,Percentage,Males,Less than 35 years,Belgium,2006,0
1990 and after,Percentage,Males,Less than 35 years,Bulgaria,2009,0
1990 and after,Percentage,Males,Less than 35 years,Bulgaria,2006,4.37
1990 and after,Percentage,Males,Less than 35 years,Switzerland,2009,16.78
1990 and after,Percentage,Males,Less than 35 years,Switzerland,2006,16.44
1990 and after,Percentage,Males,Less than 35 years,Cyprus,2009,0
1990 and after,Percentage,Males,Less than 35 years,Cyprus,2006,13.1
1990 and after,Percentage,Males,Less than 35 years,Germany (until 1990 former territory of the FRG),2009,12.26
1990 and after,Percentage,Males,Less than 35 years,Germany (until 1990 former territory of the FRG),2006,14.85
1990 and after,Percentage,Males,Less than 35 years,Denmark,2009,9.33
1990 and after,Percentage,Males,Less than 35 years,Denmark,2006,0
1990 and after,Percentage,Males,Less than 35 years,Estonia,2009,0
1990 and after,Percentage,Males,Less than 35 years,Estonia,2006,11.72
1990 and after,Percentage,Males,Less than 35 years,Spain,2009,4.75
1990 and after,Percentage,Males,Less than 35 years,Spain,2006,10.64
1990 and after,Percentage,Males,Less than 35 years,Finland,2009,7.8
1990 and after,Percentage,Males,Less than 35 years,Finland,2006,6.54
1990 and after,Percentage,Males,Less than 35 years,Italy,2009,0
1990 and after,Percentage,Males,Less than 35 years,Italy,2006,14.14
1990 and after,Percentage,Males,Less than 35 years,Lithuania,2009,8.67
1990 and after,Percentage,Males,Less than 35 years,Lithuania,2006,11.71
1990 and after,Percentage,Males,Less than 35 years,Latvia,2009,7.43
1990 and after,Percentage,Males,Less than 35 years,Latvia,2006,7.93
1990 and after,Percentage,Males,Less than 35 years,Malta,2009,9.13
1990 and after,Percentage,Males,Less than 35 years,Malta,2006,0
1990 and after,Percentage,Males,Less than 35 years,Netherlands,2009,11.6
1990 and after,Percentage,Males,Less than 35 years,Netherlands,2006,15.22
1990 and after,Percentage,Males,Less than 35 years,Portugal,2009,0
1990 and after,Percentage,Males,Less than 35 years,Portugal,2006,4.96
1990 and after,Percentage,Males,Less than 35 years,Slovenia,2009,12.91
1990 and after,Percentage,Males,Less than 35 years,Slovenia,2006,0
1990 and after,Percentage,Males,Less than 35 years,United States,2009,11.73
1990 and after,Percentage,Males,Less than 35 years,United States,2006,12.47
1990 and after,Percentage,Total,Total,Austria,2009,0
1990 and after,Percentage,Total,Total,Austria,2006,100
1990 and after,Percentage,Total,Total,Belgium,2009,100
1990 and after,Percentage,Total,Total,Belgium,2006,0
1990 and after,Percentage,Total,Total,Bulgaria,2009,0
1990 and after,Percentage,Total,Total,Bulgaria,2006,100
1990 and after,Percentage,Total,Total,Switzerland,2009,100
1990 and after,Percentage,Total,Total,Switzerland,2006,100
1990 and after,Percentage,Total,Total,Cyprus,2009,0
1990 and after,Percentage,Total,Total,Cyprus,2006,100
1990 and after,Percentage,Total,Total,Germany (until 1990 former territory of the FRG),2009,100
1990 and after,Percentage,Total,Total,Germany (until 1990 former territory of the FRG),2006,100
1990 and after,Percentage,Total,Total,Denmark,2009,100
1990 and after,Percentage,Total,Total,Denmark,2006,0
1990 and after,Percentage,Total,Total,Estonia,2009,0
1990 and after,Percentage,Total,Total,Estonia,2006,100
1990 and after,Percentage,Total,Total,Spain,2009,100
1990 and after,Percentage,Total,Total,Spain,2006,100
1990 and after,Percentage,Total,Total,Finland,2009,100
1990 and after,Percentage,Total,Total,Finland,2006,100
1990 and after,Percentage,Total,Total,Italy,2009,0
1990 and after,Percentage,Total,Total,Italy,2006,100
1990 and after,Percentage,Total,Total,Lithuania,2009,100
1990 and after,Percentage,Total,Total,Lithuania,2006,100
1990 and after,Percentage,Total,Total,Latvia,2009,100
1990 and after,Percentage,Total,Total,Latvia,2006,100
1990 and after,Percentage,Total,Total,Malta,2009,100
1990 and after,Percentage,Total,Total,Malta,2006,0
1990 and after,Percentage,Total,Total,Netherlands,2009,100
1990 and after,Percentage,Total,Total,Netherlands,2006,100
1990 and after,Percentage,Total,Total,Portugal,2009,0
1990 and after,Percentage,Total,Total,Portugal,2006,100
1990 and after,Percentage,Total,Total,Slovenia,2009,100
1990 and after,Percentage,Total,Total,Slovenia,2006,0
1990 and after,Percentage,Total,Total,United States,2009,100
1990 and after,Percentage,Total,Total,United States,2006,100
1990 and after,Percentage,Total,Unknown,Belgium,2009,0.59
1990 and after,Percentage,Total,Unknown,Belgium,2006,0
1990 and after,Percentage,Total,Unknown,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Percentage,Total,Unknown,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Percentage,Total,Unknown,Estonia,2009,0
1990 and after,Percentage,Total,Unknown,Estonia,2006,0
1990 and after,Percentage,Total,Unknown,Italy,2009,0
1990 and after,Percentage,Total,Unknown,Italy,2006,0
1990 and after,Percentage,Total,Unknown,Lithuania,2009,0
1990 and after,Percentage,Total,Unknown,Lithuania,2006,0
1990 and after,Percentage,Total,Unknown,Malta,2009,0
1990 and after,Percentage,Total,Unknown,Malta,2006,0
1990 and after,Percentage,Total,From 35 to 44 years,Austria,2009,0
1990 and after,Percentage,Total,From 35 to 44 years,Austria,2006,56.33
1990 and after,Percentage,Total,From 35 to 44 years,Belgium,2009,44.87
1990 and after,Percentage,Total,From 35 to 44 years,Belgium,2006,0
1990 and after,Percentage,Total,From 35 to 44 years,Bulgaria,2009,0
1990 and after,Percentage,Total,From 35 to 44 years,Bulgaria,2006,27.05
1990 and after,Percentage,Total,From 35 to 44 years,Switzerland,2009,41.78
1990 and after,Percentage,Total,From 35 to 44 years,Switzerland,2006,53
1990 and after,Percentage,Total,From 35 to 44 years,Cyprus,2009,0
1990 and after,Percentage,Total,From 35 to 44 years,Cyprus,2006,46.73
1990 and after,Percentage,Total,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2009,50.36
1990 and after,Percentage,Total,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2006,59.02
1990 and after,Percentage,Total,From 35 to 44 years,Denmark,2009,51.02
1990 and after,Percentage,Total,From 35 to 44 years,Denmark,2006,0
1990 and after,Percentage,Total,From 35 to 44 years,Estonia,2009,0
1990 and after,Percentage,Total,From 35 to 44 years,Estonia,2006,40.17
1990 and after,Percentage,Total,From 35 to 44 years,Spain,2009,50.92
1990 and after,Percentage,Total,From 35 to 44 years,Spain,2006,51.92
1990 and after,Percentage,Total,From 35 to 44 years,Finland,2009,37.09
1990 and after,Percentage,Total,From 35 to 44 years,Finland,2006,30.64
1990 and after,Percentage,Total,From 35 to 44 years,Italy,2009,0
1990 and after,Percentage,Total,From 35 to 44 years,Italy,2006,56.25
1990 and after,Percentage,Total,From 35 to 44 years,Lithuania,2009,37.84
1990 and after,Percentage,Total,From 35 to 44 years,Lithuania,2006,37.28
1990 and after,Percentage,Total,From 35 to 44 years,Latvia,2009,28.38
1990 and after,Percentage,Total,From 35 to 44 years,Latvia,2006,30.02
1990 and after,Percentage,Total,From 35 to 44 years,Malta,2009,36.31
1990 and after,Percentage,Total,From 35 to 44 years,Malta,2006,0
1990 and after,Percentage,Total,From 35 to 44 years,Netherlands,2009,40.6
1990 and after,Percentage,Total,From 35 to 44 years,Netherlands,2006,45.65
1990 and after,Percentage,Total,From 35 to 44 years,Portugal,2009,0
1990 and after,Percentage,Total,From 35 to 44 years,Portugal,2006,43.56
1990 and after,Percentage,Total,From 35 to 44 years,Slovenia,2009,37.28
1990 and after,Percentage,Total,From 35 to 44 years,Slovenia,2006,0
1990 and after,Percentage,Total,From 35 to 44 years,United States,2009,46.39
1990 and after,Percentage,Total,From 35 to 44 years,United States,2006,51.17
1990 and after,Percentage,Total,From 45 to 54 years,Austria,2009,0
1990 and after,Percentage,Total,From 45 to 54 years,Austria,2006,12.16
1990 and after,Percentage,Total,From 45 to 54 years,Belgium,2009,20.93
1990 and after,Percentage,Total,From 45 to 54 years,Belgium,2006,0
1990 and after,Percentage,Total,From 45 to 54 years,Bulgaria,2009,0
1990 and after,Percentage,Total,From 45 to 54 years,Bulgaria,2006,40.79
1990 and after,Percentage,Total,From 45 to 54 years,Switzerland,2009,22.95
1990 and after,Percentage,Total,From 45 to 54 years,Switzerland,2006,14.17
1990 and after,Percentage,Total,From 45 to 54 years,Cyprus,2009,0
1990 and after,Percentage,Total,From 45 to 54 years,Cyprus,2006,23.51
1990 and after,Percentage,Total,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2009,23.61
1990 and after,Percentage,Total,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2006,13.89
1990 and after,Percentage,Total,From 45 to 54 years,Denmark,2009,29.57
1990 and after,Percentage,Total,From 45 to 54 years,Denmark,2006,0
1990 and after,Percentage,Total,From 45 to 54 years,Estonia,2009,0
1990 and after,Percentage,Total,From 45 to 54 years,Estonia,2006,29.71
1990 and after,Percentage,Total,From 45 to 54 years,Spain,2009,29.19
1990 and after,Percentage,Total,From 45 to 54 years,Spain,2006,19.02
1990 and after,Percentage,Total,From 45 to 54 years,Finland,2009,32.1
1990 and after,Percentage,Total,From 45 to 54 years,Finland,2006,28.84
1990 and after,Percentage,Total,From 45 to 54 years,Italy,2009,0
1990 and after,Percentage,Total,From 45 to 54 years,Italy,2006,9.88
1990 and after,Percentage,Total,From 45 to 54 years,Lithuania,2009,29.08
1990 and after,Percentage,Total,From 45 to 54 years,Lithuania,2006,28.62
1990 and after,Percentage,Total,From 45 to 54 years,Latvia,2009,29.07
1990 and after,Percentage,Total,From 45 to 54 years,Latvia,2006,29.41
1990 and after,Percentage,Total,From 45 to 54 years,Malta,2009,36.96
1990 and after,Percentage,Total,From 45 to 54 years,Malta,2006,0
1990 and after,Percentage,Total,From 45 to 54 years,Netherlands,2009,29
1990 and after,Percentage,Total,From 45 to 54 years,Netherlands,2006,21.74
1990 and after,Percentage,Total,From 45 to 54 years,Portugal,2009,0
1990 and after,Percentage,Total,From 45 to 54 years,Portugal,2006,33.63
